"kilde","materialtype","år","statistikkvariabel","10514: Avfallsregnskap for Norge (1 000 tonn),"
"Jord-, skogbruk og fiske","Betong og tegl","2020","Avfallsmengde",0
"Jord-, skogbruk og fiske","Betong og tegl","2021","Avfallsmengde",0
"Jord-, skogbruk og fiske","Betong og tegl","2022","Avfallsmengde",0
"Jord-, skogbruk og fiske","Betong og tegl","2023","Avfallsmengde",0
"Jord-, skogbruk og fiske","Betong og tegl","2024","Avfallsmengde",0
"Jord-, skogbruk og fiske","Slagg, støv, bunnaske, flygeaske","2012","Avfallsmengde",0
"Jord-, skogbruk og fiske","Slagg, støv, bunnaske, flygeaske","2013","Avfallsmengde",0
"Jord-, skogbruk og fiske","Slagg, støv, bunnaske, flygeaske","2014","Avfallsmengde",0
"Jord-, skogbruk og fiske","Slagg, støv, bunnaske, flygeaske","2015","Avfallsmengde",0
"Jord-, skogbruk og fiske","Slagg, støv, bunnaske, flygeaske","2016","Avfallsmengde",0
"Jord-, skogbruk og fiske","Slagg, støv, bunnaske, flygeaske","2017","Avfallsmengde",0
"Jord-, skogbruk og fiske","Slagg, støv, bunnaske, flygeaske","2018","Avfallsmengde",0
"Jord-, skogbruk og fiske","Slagg, støv, bunnaske, flygeaske","2019","Avfallsmengde",0
"Jord-, skogbruk og fiske","Slagg, støv, bunnaske, flygeaske","2020","Avfallsmengde",0
"Jord-, skogbruk og fiske","Slagg, støv, bunnaske, flygeaske","2021","Avfallsmengde",0
"Jord-, skogbruk og fiske","Slagg, støv, bunnaske, flygeaske","2022","Avfallsmengde",0
"Jord-, skogbruk og fiske","Slagg, støv, bunnaske, flygeaske","2023","Avfallsmengde",0
"Jord-, skogbruk og fiske","Slagg, støv, bunnaske, flygeaske","2024","Avfallsmengde",0
"Jord-, skogbruk og fiske","Plast","2012","Avfallsmengde",26
"Jord-, skogbruk og fiske","Plast","2013","Avfallsmengde",26
"Jord-, skogbruk og fiske","Plast","2014","Avfallsmengde",30
"Jord-, skogbruk og fiske","Plast","2015","Avfallsmengde",27
"Jord-, skogbruk og fiske","Plast","2016","Avfallsmengde",23
"Jord-, skogbruk og fiske","Plast","2017","Avfallsmengde",23
"Jord-, skogbruk og fiske","Plast","2018","Avfallsmengde",31
"Jord-, skogbruk og fiske","Plast","2019","Avfallsmengde",34
"Jord-, skogbruk og fiske","Plast","2020","Avfallsmengde",34
"Jord-, skogbruk og fiske","Plast","2021","Avfallsmengde",25
"Jord-, skogbruk og fiske","Plast","2022","Avfallsmengde",24
"Jord-, skogbruk og fiske","Plast","2023","Avfallsmengde",28
"Jord-, skogbruk og fiske","Plast","2024","Avfallsmengde",22
"Jord-, skogbruk og fiske","Gummi","2012","Avfallsmengde",0
"Jord-, skogbruk og fiske","Gummi","2013","Avfallsmengde",0
"Jord-, skogbruk og fiske","Gummi","2014","Avfallsmengde",0
"Jord-, skogbruk og fiske","Gummi","2015","Avfallsmengde",0
"Jord-, skogbruk og fiske","Gummi","2016","Avfallsmengde",0
"Jord-, skogbruk og fiske","Gummi","2017","Avfallsmengde",0
"Jord-, skogbruk og fiske","Gummi","2018","Avfallsmengde",0
"Jord-, skogbruk og fiske","Gummi","2019","Avfallsmengde",0
"Jord-, skogbruk og fiske","Gummi","2020","Avfallsmengde",0
"Jord-, skogbruk og fiske","Gummi","2021","Avfallsmengde",0
"Jord-, skogbruk og fiske","Gummi","2022","Avfallsmengde",0
"Jord-, skogbruk og fiske","Gummi","2023","Avfallsmengde",0
"Jord-, skogbruk og fiske","Gummi","2024","Avfallsmengde",0
"Jord-, skogbruk og fiske","Tekstiler","2012","Avfallsmengde",2
"Jord-, skogbruk og fiske","Tekstiler","2013","Avfallsmengde",2
"Jord-, skogbruk og fiske","Tekstiler","2014","Avfallsmengde",2
"Jord-, skogbruk og fiske","Tekstiler","2015","Avfallsmengde",2
"Jord-, skogbruk og fiske","Tekstiler","2016","Avfallsmengde",2
"Jord-, skogbruk og fiske","Tekstiler","2017","Avfallsmengde",2
"Jord-, skogbruk og fiske","Tekstiler","2018","Avfallsmengde",2
"Jord-, skogbruk og fiske","Tekstiler","2019","Avfallsmengde",2
"Jord-, skogbruk og fiske","Tekstiler","2020","Avfallsmengde",2
"Jord-, skogbruk og fiske","Tekstiler","2021","Avfallsmengde",2
"Jord-, skogbruk og fiske","Tekstiler","2022","Avfallsmengde",2
"Jord-, skogbruk og fiske","Tekstiler","2023","Avfallsmengde",2
"Jord-, skogbruk og fiske","Tekstiler","2024","Avfallsmengde",2
"Jord-, skogbruk og fiske","Kasserte kjøretøy","2012","Avfallsmengde",9
"Jord-, skogbruk og fiske","Kasserte kjøretøy","2013","Avfallsmengde",10
"Jord-, skogbruk og fiske","Kasserte kjøretøy","2014","Avfallsmengde",10
"Jord-, skogbruk og fiske","Kasserte kjøretøy","2015","Avfallsmengde",9
"Jord-, skogbruk og fiske","Kasserte kjøretøy","2016","Avfallsmengde",9
"Jord-, skogbruk og fiske","Kasserte kjøretøy","2017","Avfallsmengde",15
"Jord-, skogbruk og fiske","Kasserte kjøretøy","2018","Avfallsmengde",16
"Jord-, skogbruk og fiske","Kasserte kjøretøy","2019","Avfallsmengde",13
"Jord-, skogbruk og fiske","Kasserte kjøretøy","2020","Avfallsmengde",13
"Jord-, skogbruk og fiske","Kasserte kjøretøy","2021","Avfallsmengde",9
"Jord-, skogbruk og fiske","Kasserte kjøretøy","2022","Avfallsmengde",8
"Jord-, skogbruk og fiske","Kasserte kjøretøy","2023","Avfallsmengde",8
"Jord-, skogbruk og fiske","Kasserte kjøretøy","2024","Avfallsmengde",0
"Jord-, skogbruk og fiske","Radioaktivt avfall","2012","Avfallsmengde",0
"Jord-, skogbruk og fiske","Radioaktivt avfall","2013","Avfallsmengde",0
"Jord-, skogbruk og fiske","Radioaktivt avfall","2014","Avfallsmengde",0
"Jord-, skogbruk og fiske","Radioaktivt avfall","2015","Avfallsmengde",0
"Jord-, skogbruk og fiske","Radioaktivt avfall","2016","Avfallsmengde",0
"Jord-, skogbruk og fiske","Radioaktivt avfall","2017","Avfallsmengde",0
"Jord-, skogbruk og fiske","Radioaktivt avfall","2018","Avfallsmengde",0
"Jord-, skogbruk og fiske","Radioaktivt avfall","2019","Avfallsmengde",0
"Jord-, skogbruk og fiske","Radioaktivt avfall","2020","Avfallsmengde",0
"Jord-, skogbruk og fiske","Radioaktivt avfall","2021","Avfallsmengde",0
"Jord-, skogbruk og fiske","Radioaktivt avfall","2022","Avfallsmengde",0
"Jord-, skogbruk og fiske","Radioaktivt avfall","2023","Avfallsmengde",0
"Jord-, skogbruk og fiske","Radioaktivt avfall","2024","Avfallsmengde",0
"Jord-, skogbruk og fiske","Farlig avfall","2012","Avfallsmengde",2
"Jord-, skogbruk og fiske","Farlig avfall","2013","Avfallsmengde",2
"Jord-, skogbruk og fiske","Farlig avfall","2014","Avfallsmengde",2
"Jord-, skogbruk og fiske","Farlig avfall","2015","Avfallsmengde",1
"Jord-, skogbruk og fiske","Farlig avfall","2016","Avfallsmengde",1
"Jord-, skogbruk og fiske","Farlig avfall","2017","Avfallsmengde",1
"Jord-, skogbruk og fiske","Farlig avfall","2018","Avfallsmengde",2
"Jord-, skogbruk og fiske","Farlig avfall","2019","Avfallsmengde",2
"Jord-, skogbruk og fiske","Farlig avfall","2020","Avfallsmengde",3
"Jord-, skogbruk og fiske","Farlig avfall","2021","Avfallsmengde",3
"Jord-, skogbruk og fiske","Farlig avfall","2022","Avfallsmengde",3
"Jord-, skogbruk og fiske","Farlig avfall","2023","Avfallsmengde",5
"Jord-, skogbruk og fiske","Farlig avfall","2024","Avfallsmengde",3
"Jord-, skogbruk og fiske","Blandet avfall","2012","Avfallsmengde",43
"Jord-, skogbruk og fiske","Blandet avfall","2013","Avfallsmengde",42
"Jord-, skogbruk og fiske","Blandet avfall","2014","Avfallsmengde",41
"Jord-, skogbruk og fiske","Blandet avfall","2015","Avfallsmengde",39
"Jord-, skogbruk og fiske","Blandet avfall","2016","Avfallsmengde",38
"Jord-, skogbruk og fiske","Blandet avfall","2017","Avfallsmengde",38
"Jord-, skogbruk og fiske","Blandet avfall","2018","Avfallsmengde",39
"Jord-, skogbruk og fiske","Blandet avfall","2019","Avfallsmengde",39
"Jord-, skogbruk og fiske","Blandet avfall","2020","Avfallsmengde",39
"Jord-, skogbruk og fiske","Blandet avfall","2021","Avfallsmengde",39
"Jord-, skogbruk og fiske","Blandet avfall","2022","Avfallsmengde",43
"Jord-, skogbruk og fiske","Blandet avfall","2023","Avfallsmengde",41
"Jord-, skogbruk og fiske","Blandet avfall","2024","Avfallsmengde",42
"Jord-, skogbruk og fiske","Andre materialer","2012","Avfallsmengde",1
"Jord-, skogbruk og fiske","Andre materialer","2013","Avfallsmengde",1
"Jord-, skogbruk og fiske","Andre materialer","2014","Avfallsmengde",1
"Jord-, skogbruk og fiske","Andre materialer","2015","Avfallsmengde",1
"Jord-, skogbruk og fiske","Andre materialer","2016","Avfallsmengde",1
"Jord-, skogbruk og fiske","Andre materialer","2017","Avfallsmengde",1
"Jord-, skogbruk og fiske","Andre materialer","2018","Avfallsmengde",2
"Jord-, skogbruk og fiske","Andre materialer","2019","Avfallsmengde",1
"Jord-, skogbruk og fiske","Andre materialer","2020","Avfallsmengde",1
"Jord-, skogbruk og fiske","Andre materialer","2021","Avfallsmengde",1
"Jord-, skogbruk og fiske","Andre materialer","2022","Avfallsmengde",1
"Jord-, skogbruk og fiske","Andre materialer","2023","Avfallsmengde",2
"Jord-, skogbruk og fiske","Andre materialer","2024","Avfallsmengde",1
"Jord-, skogbruk og fiske","Lett forurensede masser","2012","Avfallsmengde",0
"Jord-, skogbruk og fiske","Lett forurensede masser","2013","Avfallsmengde",0
"Jord-, skogbruk og fiske","Lett forurensede masser","2014","Avfallsmengde",0
"Jord-, skogbruk og fiske","Lett forurensede masser","2015","Avfallsmengde",0
"Jord-, skogbruk og fiske","Lett forurensede masser","2016","Avfallsmengde",0
"Jord-, skogbruk og fiske","Lett forurensede masser","2017","Avfallsmengde",0
"Jord-, skogbruk og fiske","Lett forurensede masser","2018","Avfallsmengde",0
"Jord-, skogbruk og fiske","Lett forurensede masser","2019","Avfallsmengde",0
"Jord-, skogbruk og fiske","Lett forurensede masser","2020","Avfallsmengde",0
"Jord-, skogbruk og fiske","Lett forurensede masser","2021","Avfallsmengde",0
"Jord-, skogbruk og fiske","Lett forurensede masser","2022","Avfallsmengde",0
"Jord-, skogbruk og fiske","Lett forurensede masser","2023","Avfallsmengde",0
"Jord-, skogbruk og fiske","Lett forurensede masser","2024","Avfallsmengde",0
"Bergverk og utvinning","I alt, uten lett forurensede masser","2012","Avfallsmengde",485
"Bergverk og utvinning","I alt, uten lett forurensede masser","2013","Avfallsmengde",392
"Bergverk og utvinning","I alt, uten lett forurensede masser","2014","Avfallsmengde",371
"Bergverk og utvinning","I alt, uten lett forurensede masser","2015","Avfallsmengde",365
"Bergverk og utvinning","I alt, uten lett forurensede masser","2016","Avfallsmengde",407
"Bergverk og utvinning","I alt, uten lett forurensede masser","2017","Avfallsmengde",294
"Bergverk og utvinning","I alt, uten lett forurensede masser","2018","Avfallsmengde",321
"Bergverk og utvinning","I alt, uten lett forurensede masser","2019","Avfallsmengde",290
"Bergverk og utvinning","I alt, uten lett forurensede masser","2020","Avfallsmengde",350
"Bergverk og utvinning","I alt, uten lett forurensede masser","2021","Avfallsmengde",314
"Bergverk og utvinning","I alt, uten lett forurensede masser","2022","Avfallsmengde",390
"Bergverk og utvinning","I alt, uten lett forurensede masser","2023","Avfallsmengde",340
"Bergverk og utvinning","I alt, uten lett forurensede masser","2024","Avfallsmengde",299
"Bergverk og utvinning","Våtorganisk avfall","2012","Avfallsmengde",4
"Bergverk og utvinning","Våtorganisk avfall","2013","Avfallsmengde",4
"Bergverk og utvinning","Våtorganisk avfall","2014","Avfallsmengde",4
"Bergverk og utvinning","Våtorganisk avfall","2015","Avfallsmengde",5
"Bergverk og utvinning","Våtorganisk avfall","2016","Avfallsmengde",3
"Bergverk og utvinning","Våtorganisk avfall","2017","Avfallsmengde",3
"Bergverk og utvinning","Våtorganisk avfall","2018","Avfallsmengde",3
"Bergverk og utvinning","Våtorganisk avfall","2019","Avfallsmengde",3
"Bergverk og utvinning","Våtorganisk avfall","2020","Avfallsmengde",3
"Bergverk og utvinning","Våtorganisk avfall","2021","Avfallsmengde",3
"Bergverk og utvinning","Våtorganisk avfall","2022","Avfallsmengde",4
"Bergverk og utvinning","Våtorganisk avfall","2023","Avfallsmengde",3
"Bergverk og utvinning","Våtorganisk avfall","2024","Avfallsmengde",2
"Bergverk og utvinning","Park- og hageavfall","2012","Avfallsmengde",0
"Bergverk og utvinning","Park- og hageavfall","2013","Avfallsmengde",0
"Bergverk og utvinning","Park- og hageavfall","2014","Avfallsmengde",0
"Bergverk og utvinning","Park- og hageavfall","2015","Avfallsmengde",0
"Bergverk og utvinning","Park- og hageavfall","2016","Avfallsmengde",0
"Bergverk og utvinning","Park- og hageavfall","2017","Avfallsmengde",0
"Bergverk og utvinning","Park- og hageavfall","2018","Avfallsmengde",0
"Bergverk og utvinning","Park- og hageavfall","2019","Avfallsmengde",0
"Bergverk og utvinning","Park- og hageavfall","2020","Avfallsmengde",0
"Bergverk og utvinning","Park- og hageavfall","2021","Avfallsmengde",0
"Bergverk og utvinning","Park- og hageavfall","2022","Avfallsmengde",0
"Bergverk og utvinning","Park- og hageavfall","2023","Avfallsmengde",0
"Bergverk og utvinning","Park- og hageavfall","2024","Avfallsmengde",0
"Bergverk og utvinning","Treavfall","2012","Avfallsmengde",2
"Bergverk og utvinning","Treavfall","2013","Avfallsmengde",2
"Bergverk og utvinning","Treavfall","2014","Avfallsmengde",2
"Bergverk og utvinning","Treavfall","2015","Avfallsmengde",3
"Bergverk og utvinning","Treavfall","2016","Avfallsmengde",2
"Bergverk og utvinning","Treavfall","2017","Avfallsmengde",2
"Bergverk og utvinning","Treavfall","2018","Avfallsmengde",2
"Bergverk og utvinning","Treavfall","2019","Avfallsmengde",2
"Bergverk og utvinning","Treavfall","2020","Avfallsmengde",2
"Bergverk og utvinning","Treavfall","2021","Avfallsmengde",2
"Bergverk og utvinning","Treavfall","2022","Avfallsmengde",2
"Bergverk og utvinning","Treavfall","2023","Avfallsmengde",2
"Bergverk og utvinning","Treavfall","2024","Avfallsmengde",2
"Bergverk og utvinning","Slam","2012","Avfallsmengde",0
"Bergverk og utvinning","Slam","2013","Avfallsmengde",0
"Bergverk og utvinning","Slam","2014","Avfallsmengde",0
"Bergverk og utvinning","Slam","2015","Avfallsmengde",0
"Bergverk og utvinning","Slam","2016","Avfallsmengde",0
"Bergverk og utvinning","Slam","2017","Avfallsmengde",0
"Bergverk og utvinning","Slam","2018","Avfallsmengde",0
"Bergverk og utvinning","Slam","2019","Avfallsmengde",0
"Bergverk og utvinning","Slam","2020","Avfallsmengde",0
"Bergverk og utvinning","Slam","2021","Avfallsmengde",0
"Bergverk og utvinning","Slam","2022","Avfallsmengde",0
"Bergverk og utvinning","Slam","2023","Avfallsmengde",0
"Bergverk og utvinning","Slam","2024","Avfallsmengde",0
"Bergverk og utvinning","Papir, papp og kartong","2012","Avfallsmengde",2
"Bergverk og utvinning","Papir, papp og kartong","2013","Avfallsmengde",1
"Bergverk og utvinning","Papir, papp og kartong","2014","Avfallsmengde",1
"Bergverk og utvinning","Papir, papp og kartong","2015","Avfallsmengde",2
"Bergverk og utvinning","Papir, papp og kartong","2016","Avfallsmengde",1
"Bergverk og utvinning","Papir, papp og kartong","2017","Avfallsmengde",1
"Bergverk og utvinning","Papir, papp og kartong","2018","Avfallsmengde",1
"Bergverk og utvinning","Papir, papp og kartong","2019","Avfallsmengde",1
"Bergverk og utvinning","Papir, papp og kartong","2020","Avfallsmengde",1
"Bergverk og utvinning","Papir, papp og kartong","2021","Avfallsmengde",1
"Bergverk og utvinning","Papir, papp og kartong","2022","Avfallsmengde",1
"Bergverk og utvinning","Papir, papp og kartong","2023","Avfallsmengde",1
"Bergverk og utvinning","Papir, papp og kartong","2024","Avfallsmengde",1
"Bergverk og utvinning","Glass","2012","Avfallsmengde",0
"Bergverk og utvinning","Glass","2013","Avfallsmengde",0
"Bergverk og utvinning","Glass","2014","Avfallsmengde",0
"Bergverk og utvinning","Glass","2015","Avfallsmengde",0
"Bergverk og utvinning","Glass","2016","Avfallsmengde",0
"Bergverk og utvinning","Glass","2017","Avfallsmengde",0
"Bergverk og utvinning","Glass","2018","Avfallsmengde",0
"Bergverk og utvinning","Glass","2019","Avfallsmengde",0
"Bergverk og utvinning","Glass","2020","Avfallsmengde",0
"Bergverk og utvinning","Glass","2021","Avfallsmengde",0
"Bergverk og utvinning","Glass","2022","Avfallsmengde",0
"Bergverk og utvinning","Glass","2023","Avfallsmengde",0
"Bergverk og utvinning","Glass","2024","Avfallsmengde",0
"Bergverk og utvinning","Metall","2012","Avfallsmengde",11
"Bergverk og utvinning","Metall","2013","Avfallsmengde",12
"Bergverk og utvinning","Metall","2014","Avfallsmengde",13
"Bergverk og utvinning","Metall","2015","Avfallsmengde",18
"Bergverk og utvinning","Metall","2016","Avfallsmengde",10
"Bergverk og utvinning","Metall","2017","Avfallsmengde",9
"Bergverk og utvinning","Metall","2018","Avfallsmengde",10
"Bergverk og utvinning","Metall","2019","Avfallsmengde",11
"Bergverk og utvinning","Metall","2020","Avfallsmengde",9
"Bergverk og utvinning","Metall","2021","Avfallsmengde",10
"Bergverk og utvinning","Metall","2022","Avfallsmengde",8
"Bergverk og utvinning","Metall","2023","Avfallsmengde",6
"Bergverk og utvinning","Metall","2024","Avfallsmengde",6
"Bergverk og utvinning","EE-avfall","2012","Avfallsmengde",1
"Bergverk og utvinning","EE-avfall","2013","Avfallsmengde",1
"Bergverk og utvinning","EE-avfall","2014","Avfallsmengde",1
"Bergverk og utvinning","EE-avfall","2015","Avfallsmengde",1
"Bergverk og utvinning","EE-avfall","2016","Avfallsmengde",1
"Bergverk og utvinning","EE-avfall","2017","Avfallsmengde",0
"Bergverk og utvinning","EE-avfall","2018","Avfallsmengde",1
"Bergverk og utvinning","EE-avfall","2019","Avfallsmengde",1
"Bergverk og utvinning","EE-avfall","2020","Avfallsmengde",1
"Bergverk og utvinning","EE-avfall","2021","Avfallsmengde",1
"Bergverk og utvinning","EE-avfall","2022","Avfallsmengde",1
"Bergverk og utvinning","EE-avfall","2023","Avfallsmengde",1
"Bergverk og utvinning","EE-avfall","2024","Avfallsmengde",1
"Bergverk og utvinning","Betong og tegl","2012","Avfallsmengde",0
"Bergverk og utvinning","Betong og tegl","2013","Avfallsmengde",0
"Bergverk og utvinning","Betong og tegl","2014","Avfallsmengde",0
"Bergverk og utvinning","Betong og tegl","2015","Avfallsmengde",0
"Bergverk og utvinning","Betong og tegl","2016","Avfallsmengde",0
"Bergverk og utvinning","Betong og tegl","2017","Avfallsmengde",0
"Bergverk og utvinning","Betong og tegl","2018","Avfallsmengde",0
"Bergverk og utvinning","Betong og tegl","2019","Avfallsmengde",0
"Bergverk og utvinning","Betong og tegl","2020","Avfallsmengde",0
"Bergverk og utvinning","Betong og tegl","2021","Avfallsmengde",0
"Bergverk og utvinning","Betong og tegl","2022","Avfallsmengde",0
"Bergverk og utvinning","Betong og tegl","2023","Avfallsmengde",0
"Bergverk og utvinning","Betong og tegl","2024","Avfallsmengde",0
