"behandlingsmåte","materialtype","år","statistikkvariabel","10513: Avfallsregnskap for Norge (1 000 tonn),"
"Levert til forbrenning","Blandet avfall","2024","Avfallsmengde",2126
"Levert til forbrenning","Andre materialer","2012","Avfallsmengde",21
"Levert til forbrenning","Andre materialer","2013","Avfallsmengde",29
"Levert til forbrenning","Andre materialer","2014","Avfallsmengde",18
"Levert til forbrenning","Andre materialer","2015","Avfallsmengde",13
"Levert til forbrenning","Andre materialer","2016","Avfallsmengde",11
"Levert til forbrenning","Andre materialer","2017","Avfallsmengde",26
"Levert til forbrenning","Andre materialer","2018","Avfallsmengde",37
"Levert til forbrenning","Andre materialer","2019","Avfallsmengde",45
"Levert til forbrenning","Andre materialer","2020","Avfallsmengde",13
"Levert til forbrenning","Andre materialer","2021","Avfallsmengde",27
"Levert til forbrenning","Andre materialer","2022","Avfallsmengde",13
"Levert til forbrenning","Andre materialer","2023","Avfallsmengde",38
"Levert til forbrenning","Andre materialer","2024","Avfallsmengde",7
"Levert til forbrenning","Lett forurensede masser","2012","Avfallsmengde",0
"Levert til forbrenning","Lett forurensede masser","2013","Avfallsmengde",0
"Levert til forbrenning","Lett forurensede masser","2014","Avfallsmengde",0
"Levert til forbrenning","Lett forurensede masser","2015","Avfallsmengde",0
"Levert til forbrenning","Lett forurensede masser","2016","Avfallsmengde",0
"Levert til forbrenning","Lett forurensede masser","2017","Avfallsmengde",0
"Levert til forbrenning","Lett forurensede masser","2018","Avfallsmengde",0
"Levert til forbrenning","Lett forurensede masser","2019","Avfallsmengde",0
"Levert til forbrenning","Lett forurensede masser","2020","Avfallsmengde",0
"Levert til forbrenning","Lett forurensede masser","2021","Avfallsmengde",0
"Levert til forbrenning","Lett forurensede masser","2022","Avfallsmengde",0
"Levert til forbrenning","Lett forurensede masser","2023","Avfallsmengde",0
"Levert til forbrenning","Lett forurensede masser","2024","Avfallsmengde",0
"Levert til deponering","I alt, uten lett forurensede masser","2012","Avfallsmengde",1417
"Levert til deponering","I alt, uten lett forurensede masser","2013","Avfallsmengde",1244
"Levert til deponering","I alt, uten lett forurensede masser","2014","Avfallsmengde",1527
"Levert til deponering","I alt, uten lett forurensede masser","2015","Avfallsmengde",1641
"Levert til deponering","I alt, uten lett forurensede masser","2016","Avfallsmengde",1910
"Levert til deponering","I alt, uten lett forurensede masser","2017","Avfallsmengde",2481
"Levert til deponering","I alt, uten lett forurensede masser","2018","Avfallsmengde",2388
"Levert til deponering","I alt, uten lett forurensede masser","2019","Avfallsmengde",2298
"Levert til deponering","I alt, uten lett forurensede masser","2020","Avfallsmengde",2363
"Levert til deponering","I alt, uten lett forurensede masser","2021","Avfallsmengde",2352
"Levert til deponering","I alt, uten lett forurensede masser","2022","Avfallsmengde",2592
"Levert til deponering","I alt, uten lett forurensede masser","2023","Avfallsmengde",2472
"Levert til deponering","I alt, uten lett forurensede masser","2024","Avfallsmengde",2434
"Levert til deponering","Våtorganisk avfall","2012","Avfallsmengde",0
"Levert til deponering","Våtorganisk avfall","2013","Avfallsmengde",0
"Levert til deponering","Våtorganisk avfall","2014","Avfallsmengde",1
"Levert til deponering","Våtorganisk avfall","2015","Avfallsmengde",3
"Levert til deponering","Våtorganisk avfall","2016","Avfallsmengde",1
"Levert til deponering","Våtorganisk avfall","2017","Avfallsmengde",1
"Levert til deponering","Våtorganisk avfall","2018","Avfallsmengde",3
"Levert til deponering","Våtorganisk avfall","2019","Avfallsmengde",1
"Levert til deponering","Våtorganisk avfall","2020","Avfallsmengde",1
"Levert til deponering","Våtorganisk avfall","2021","Avfallsmengde",1
"Levert til deponering","Våtorganisk avfall","2022","Avfallsmengde",3
"Levert til deponering","Våtorganisk avfall","2023","Avfallsmengde",0
"Levert til deponering","Våtorganisk avfall","2024","Avfallsmengde",0
"Levert til deponering","Park- og hageavfall","2012","Avfallsmengde",8
"Levert til deponering","Park- og hageavfall","2013","Avfallsmengde",0
"Levert til deponering","Park- og hageavfall","2014","Avfallsmengde",0
"Levert til deponering","Park- og hageavfall","2015","Avfallsmengde",1
"Levert til deponering","Park- og hageavfall","2016","Avfallsmengde",0
"Levert til deponering","Park- og hageavfall","2017","Avfallsmengde",1
"Levert til deponering","Park- og hageavfall","2018","Avfallsmengde",2
"Levert til deponering","Park- og hageavfall","2019","Avfallsmengde",0
"Levert til deponering","Park- og hageavfall","2020","Avfallsmengde",1
"Levert til deponering","Park- og hageavfall","2021","Avfallsmengde",0
"Levert til deponering","Park- og hageavfall","2022","Avfallsmengde",0
"Levert til deponering","Park- og hageavfall","2023","Avfallsmengde",2
"Levert til deponering","Park- og hageavfall","2024","Avfallsmengde",0
"Levert til deponering","Treavfall","2012","Avfallsmengde",0
"Levert til deponering","Treavfall","2013","Avfallsmengde",0
"Levert til deponering","Treavfall","2014","Avfallsmengde",0
"Levert til deponering","Treavfall","2015","Avfallsmengde",1
"Levert til deponering","Treavfall","2016","Avfallsmengde",5
"Levert til deponering","Treavfall","2017","Avfallsmengde",1
"Levert til deponering","Treavfall","2018","Avfallsmengde",0
"Levert til deponering","Treavfall","2019","Avfallsmengde",0
"Levert til deponering","Treavfall","2020","Avfallsmengde",0
"Levert til deponering","Treavfall","2021","Avfallsmengde",0
"Levert til deponering","Treavfall","2022","Avfallsmengde",4
"Levert til deponering","Treavfall","2023","Avfallsmengde",0
"Levert til deponering","Treavfall","2024","Avfallsmengde",0
"Levert til deponering","Slam","2012","Avfallsmengde",57
"Levert til deponering","Slam","2013","Avfallsmengde",22
"Levert til deponering","Slam","2014","Avfallsmengde",21
"Levert til deponering","Slam","2015","Avfallsmengde",67
"Levert til deponering","Slam","2016","Avfallsmengde",49
"Levert til deponering","Slam","2017","Avfallsmengde",92
"Levert til deponering","Slam","2018","Avfallsmengde",38
"Levert til deponering","Slam","2019","Avfallsmengde",45
"Levert til deponering","Slam","2020","Avfallsmengde",97
"Levert til deponering","Slam","2021","Avfallsmengde",39
"Levert til deponering","Slam","2022","Avfallsmengde",87
"Levert til deponering","Slam","2023","Avfallsmengde",60
"Levert til deponering","Slam","2024","Avfallsmengde",33
"Levert til deponering","Papir, papp og kartong","2012","Avfallsmengde",1
"Levert til deponering","Papir, papp og kartong","2013","Avfallsmengde",1
"Levert til deponering","Papir, papp og kartong","2014","Avfallsmengde",1
"Levert til deponering","Papir, papp og kartong","2015","Avfallsmengde",2
"Levert til deponering","Papir, papp og kartong","2016","Avfallsmengde",0
"Levert til deponering","Papir, papp og kartong","2017","Avfallsmengde",2
"Levert til deponering","Papir, papp og kartong","2018","Avfallsmengde",3
"Levert til deponering","Papir, papp og kartong","2019","Avfallsmengde",0
"Levert til deponering","Papir, papp og kartong","2020","Avfallsmengde",0
"Levert til deponering","Papir, papp og kartong","2021","Avfallsmengde",0
"Levert til deponering","Papir, papp og kartong","2022","Avfallsmengde",2
"Levert til deponering","Papir, papp og kartong","2023","Avfallsmengde",0
"Levert til deponering","Papir, papp og kartong","2024","Avfallsmengde",0
"Levert til deponering","Glass","2012","Avfallsmengde",9
"Levert til deponering","Glass","2013","Avfallsmengde",4
"Levert til deponering","Glass","2014","Avfallsmengde",7
"Levert til deponering","Glass","2015","Avfallsmengde",9
"Levert til deponering","Glass","2016","Avfallsmengde",7
"Levert til deponering","Glass","2017","Avfallsmengde",8
"Levert til deponering","Glass","2018","Avfallsmengde",11
"Levert til deponering","Glass","2019","Avfallsmengde",9
"Levert til deponering","Glass","2020","Avfallsmengde",3
"Levert til deponering","Glass","2021","Avfallsmengde",2
"Levert til deponering","Glass","2022","Avfallsmengde",11
"Levert til deponering","Glass","2023","Avfallsmengde",5
"Levert til deponering","Glass","2024","Avfallsmengde",2
"Levert til deponering","Metall","2012","Avfallsmengde",0
"Levert til deponering","Metall","2013","Avfallsmengde",0
"Levert til deponering","Metall","2014","Avfallsmengde",0
"Levert til deponering","Metall","2015","Avfallsmengde",0
"Levert til deponering","Metall","2016","Avfallsmengde",0
"Levert til deponering","Metall","2017","Avfallsmengde",0
"Levert til deponering","Metall","2018","Avfallsmengde",0
"Levert til deponering","Metall","2019","Avfallsmengde",0
"Levert til deponering","Metall","2020","Avfallsmengde",0
"Levert til deponering","Metall","2021","Avfallsmengde",0
"Levert til deponering","Metall","2022","Avfallsmengde",1
"Levert til deponering","Metall","2023","Avfallsmengde",0
"Levert til deponering","Metall","2024","Avfallsmengde",4
"Levert til deponering","EE-avfall","2012","Avfallsmengde",8
"Levert til deponering","EE-avfall","2013","Avfallsmengde",8
"Levert til deponering","EE-avfall","2014","Avfallsmengde",16
"Levert til deponering","EE-avfall","2015","Avfallsmengde",1
"Levert til deponering","EE-avfall","2016","Avfallsmengde",1
"Levert til deponering","EE-avfall","2017","Avfallsmengde",3
"Levert til deponering","EE-avfall","2018","Avfallsmengde",3
"Levert til deponering","EE-avfall","2019","Avfallsmengde",2
"Levert til deponering","EE-avfall","2020","Avfallsmengde",4
"Levert til deponering","EE-avfall","2021","Avfallsmengde",4
"Levert til deponering","EE-avfall","2022","Avfallsmengde",5
"Levert til deponering","EE-avfall","2023","Avfallsmengde",4
"Levert til deponering","EE-avfall","2024","Avfallsmengde",4
"Levert til deponering","Betong og tegl","2012","Avfallsmengde",251
"Levert til deponering","Betong og tegl","2013","Avfallsmengde",210
"Levert til deponering","Betong og tegl","2014","Avfallsmengde",356
"Levert til deponering","Betong og tegl","2015","Avfallsmengde",357
"Levert til deponering","Betong og tegl","2016","Avfallsmengde",529
"Levert til deponering","Betong og tegl","2017","Avfallsmengde",791
"Levert til deponering","Betong og tegl","2018","Avfallsmengde",742
"Levert til deponering","Betong og tegl","2019","Avfallsmengde",896
"Levert til deponering","Betong og tegl","2020","Avfallsmengde",761
"Levert til deponering","Betong og tegl","2021","Avfallsmengde",674
"Levert til deponering","Betong og tegl","2022","Avfallsmengde",829
"Levert til deponering","Betong og tegl","2023","Avfallsmengde",956
"Levert til deponering","Betong og tegl","2024","Avfallsmengde",858
"Levert til deponering","Slagg, støv, bunnaske, flygeaske","2012","Avfallsmengde",349
"Levert til deponering","Slagg, støv, bunnaske, flygeaske","2013","Avfallsmengde",364
"Levert til deponering","Slagg, støv, bunnaske, flygeaske","2014","Avfallsmengde",355
"Levert til deponering","Slagg, støv, bunnaske, flygeaske","2015","Avfallsmengde",299
"Levert til deponering","Slagg, støv, bunnaske, flygeaske","2016","Avfallsmengde",372
"Levert til deponering","Slagg, støv, bunnaske, flygeaske","2017","Avfallsmengde",444
"Levert til deponering","Slagg, støv, bunnaske, flygeaske","2018","Avfallsmengde",417
"Levert til deponering","Slagg, støv, bunnaske, flygeaske","2019","Avfallsmengde",322
"Levert til deponering","Slagg, støv, bunnaske, flygeaske","2020","Avfallsmengde",408
"Levert til deponering","Slagg, støv, bunnaske, flygeaske","2021","Avfallsmengde",356
"Levert til deponering","Slagg, støv, bunnaske, flygeaske","2022","Avfallsmengde",388
"Levert til deponering","Slagg, støv, bunnaske, flygeaske","2023","Avfallsmengde",373
"Levert til deponering","Slagg, støv, bunnaske, flygeaske","2024","Avfallsmengde",368
"Levert til deponering","Plast","2012","Avfallsmengde",3
"Levert til deponering","Plast","2013","Avfallsmengde",2
"Levert til deponering","Plast","2014","Avfallsmengde",2
"Levert til deponering","Plast","2015","Avfallsmengde",3
"Levert til deponering","Plast","2016","Avfallsmengde",3
"Levert til deponering","Plast","2017","Avfallsmengde",4
"Levert til deponering","Plast","2018","Avfallsmengde",18
"Levert til deponering","Plast","2019","Avfallsmengde",12
"Levert til deponering","Plast","2020","Avfallsmengde",14
"Levert til deponering","Plast","2021","Avfallsmengde",13
"Levert til deponering","Plast","2022","Avfallsmengde",13
"Levert til deponering","Plast","2023","Avfallsmengde",11
"Levert til deponering","Plast","2024","Avfallsmengde",12
"Levert til deponering","Gummi","2012","Avfallsmengde",7
"Levert til deponering","Gummi","2013","Avfallsmengde",0
"Levert til deponering","Gummi","2014","Avfallsmengde",0
"Levert til deponering","Gummi","2015","Avfallsmengde",0
"Levert til deponering","Gummi","2016","Avfallsmengde",0
"Levert til deponering","Gummi","2017","Avfallsmengde",0
"Levert til deponering","Gummi","2018","Avfallsmengde",0
"Levert til deponering","Gummi","2019","Avfallsmengde",0
"Levert til deponering","Gummi","2020","Avfallsmengde",1
"Levert til deponering","Gummi","2021","Avfallsmengde",0
"Levert til deponering","Gummi","2022","Avfallsmengde",1
"Levert til deponering","Gummi","2023","Avfallsmengde",0
"Levert til deponering","Gummi","2024","Avfallsmengde",0
"Levert til deponering","Tekstiler","2012","Avfallsmengde",0
"Levert til deponering","Tekstiler","2013","Avfallsmengde",0
"Levert til deponering","Tekstiler","2014","Avfallsmengde",0
"Levert til deponering","Tekstiler","2015","Avfallsmengde",0
"Levert til deponering","Tekstiler","2016","Avfallsmengde",0
"Levert til deponering","Tekstiler","2017","Avfallsmengde",0
"Levert til deponering","Tekstiler","2018","Avfallsmengde",4
"Levert til deponering","Tekstiler","2019","Avfallsmengde",0
"Levert til deponering","Tekstiler","2020","Avfallsmengde",0
"Levert til deponering","Tekstiler","2021","Avfallsmengde",0
"Levert til deponering","Tekstiler","2022","Avfallsmengde",0
"Levert til deponering","Tekstiler","2023","Avfallsmengde",0
"Levert til deponering","Tekstiler","2024","Avfallsmengde",0
"Levert til deponering","Kasserte kjøretøy","2012","Avfallsmengde",12
"Levert til deponering","Kasserte kjøretøy","2013","Avfallsmengde",9
"Levert til deponering","Kasserte kjøretøy","2014","Avfallsmengde",13
"Levert til deponering","Kasserte kjøretøy","2015","Avfallsmengde",7
"Levert til deponering","Kasserte kjøretøy","2016","Avfallsmengde",7
"Levert til deponering","Kasserte kjøretøy","2017","Avfallsmengde",8
"Levert til deponering","Kasserte kjøretøy","2018","Avfallsmengde",8
"Levert til deponering","Kasserte kjøretøy","2019","Avfallsmengde",8
"Levert til deponering","Kasserte kjøretøy","2020","Avfallsmengde",5
"Levert til deponering","Kasserte kjøretøy","2021","Avfallsmengde",6
"Levert til deponering","Kasserte kjøretøy","2022","Avfallsmengde",4
"Levert til deponering","Kasserte kjøretøy","2023","Avfallsmengde",4
"Levert til deponering","Kasserte kjøretøy","2024","Avfallsmengde",3
"Levert til deponering","Radioaktivt avfall","2012","Avfallsmengde",0
"Levert til deponering","Radioaktivt avfall","2013","Avfallsmengde",0
"Levert til deponering","Radioaktivt avfall","2014","Avfallsmengde",0
"Levert til deponering","Radioaktivt avfall","2015","Avfallsmengde",0
"Levert til deponering","Radioaktivt avfall","2016","Avfallsmengde",0
"Levert til deponering","Radioaktivt avfall","2017","Avfallsmengde",0
"Levert til deponering","Radioaktivt avfall","2018","Avfallsmengde",0
"Levert til deponering","Radioaktivt avfall","2019","Avfallsmengde",0
"Levert til deponering","Radioaktivt avfall","2020","Avfallsmengde",0
"Levert til deponering","Radioaktivt avfall","2021","Avfallsmengde",0
"Levert til deponering","Radioaktivt avfall","2022","Avfallsmengde",0
"Levert til deponering","Radioaktivt avfall","2023","Avfallsmengde",0
"Levert til deponering","Radioaktivt avfall","2024","Avfallsmengde",0
"Levert til deponering","Farlig avfall","2012","Avfallsmengde",429
"Levert til deponering","Farlig avfall","2013","Avfallsmengde",345
"Levert til deponering","Farlig avfall","2014","Avfallsmengde",425
"Levert til deponering","Farlig avfall","2015","Avfallsmengde",465
"Levert til deponering","Farlig avfall","2016","Avfallsmengde",518
"Levert til deponering","Farlig avfall","2017","Avfallsmengde",593
"Levert til deponering","Farlig avfall","2018","Avfallsmengde",540
"Levert til deponering","Farlig avfall","2019","Avfallsmengde",483
"Levert til deponering","Farlig avfall","2020","Avfallsmengde",625
"Levert til deponering","Farlig avfall","2021","Avfallsmengde",775
"Levert til deponering","Farlig avfall","2022","Avfallsmengde",706
"Levert til deponering","Farlig avfall","2023","Avfallsmengde",604
"Levert til deponering","Farlig avfall","2024","Avfallsmengde",672
"Levert til deponering","Blandet avfall","2012","Avfallsmengde",170
"Levert til deponering","Blandet avfall","2013","Avfallsmengde",152
"Levert til deponering","Blandet avfall","2014","Avfallsmengde",195
"Levert til deponering","Blandet avfall","2015","Avfallsmengde",233
"Levert til deponering","Blandet avfall","2016","Avfallsmengde",212
"Levert til deponering","Blandet avfall","2017","Avfallsmengde",299
"Levert til deponering","Blandet avfall","2018","Avfallsmengde",328
"Levert til deponering","Blandet avfall","2019","Avfallsmengde",303
"Levert til deponering","Blandet avfall","2020","Avfallsmengde",255
"Levert til deponering","Blandet avfall","2021","Avfallsmengde",269
"Levert til deponering","Blandet avfall","2022","Avfallsmengde",330
"Levert til deponering","Blandet avfall","2023","Avfallsmengde",241
"Levert til deponering","Blandet avfall","2024","Avfallsmengde",282
"Levert til deponering","Andre materialer","2012","Avfallsmengde",114
"Levert til deponering","Andre materialer","2013","Avfallsmengde",126
"Levert til deponering","Andre materialer","2014","Avfallsmengde",133
"Levert til deponering","Andre materialer","2015","Avfallsmengde",194
"Levert til deponering","Andre materialer","2016","Avfallsmengde",205
"Levert til deponering","Andre materialer","2017","Avfallsmengde",235
"Levert til deponering","Andre materialer","2018","Avfallsmengde",272
"Levert til deponering","Andre materialer","2019","Avfallsmengde",215
"Levert til deponering","Andre materialer","2020","Avfallsmengde",188
"Levert til deponering","Andre materialer","2021","Avfallsmengde",213
"Levert til deponering","Andre materialer","2022","Avfallsmengde",208
"Levert til deponering","Andre materialer","2023","Avfallsmengde",211
"Levert til deponering","Andre materialer","2024","Avfallsmengde",195
"Levert til deponering","Lett forurensede masser","2012","Avfallsmengde",1634
"Levert til deponering","Lett forurensede masser","2013","Avfallsmengde",1331
"Levert til deponering","Lett forurensede masser","2014","Avfallsmengde",1474
"Levert til deponering","Lett forurensede masser","2015","Avfallsmengde",1669
"Levert til deponering","Lett forurensede masser","2016","Avfallsmengde",2241
"Levert til deponering","Lett forurensede masser","2017","Avfallsmengde",2256
"Levert til deponering","Lett forurensede masser","2018","Avfallsmengde",2549
"Levert til deponering","Lett forurensede masser","2019","Avfallsmengde",2677
"Levert til deponering","Lett forurensede masser","2020","Avfallsmengde",2668
"Levert til deponering","Lett forurensede masser","2021","Avfallsmengde",2975
"Levert til deponering","Lett forurensede masser","2022","Avfallsmengde",2289
"Levert til deponering","Lett forurensede masser","2023","Avfallsmengde",2236
"Levert til deponering","Lett forurensede masser","2024","Avfallsmengde",2461
"Annen behandling","I alt, uten lett forurensede masser","2012","Avfallsmengde",384
"Annen behandling","I alt, uten lett forurensede masser","2013","Avfallsmengde",500
"Annen behandling","I alt, uten lett forurensede masser","2014","Avfallsmengde",475
"Annen behandling","I alt, uten lett forurensede masser","2015","Avfallsmengde",698
"Annen behandling","I alt, uten lett forurensede masser","2016","Avfallsmengde",723
"Annen behandling","I alt, uten lett forurensede masser","2017","Avfallsmengde",854
"Annen behandling","I alt, uten lett forurensede masser","2018","Avfallsmengde",788
"Annen behandling","I alt, uten lett forurensede masser","2019","Avfallsmengde",1090
"Annen behandling","I alt, uten lett forurensede masser","2020","Avfallsmengde",1203
"Annen behandling","I alt, uten lett forurensede masser","2021","Avfallsmengde",1079
"Annen behandling","I alt, uten lett forurensede masser","2022","Avfallsmengde",1150
"Annen behandling","I alt, uten lett forurensede masser","2023","Avfallsmengde",806
"Annen behandling","I alt, uten lett forurensede masser","2024","Avfallsmengde",772
"Annen behandling","Våtorganisk avfall","2012","Avfallsmengde",4
"Annen behandling","Våtorganisk avfall","2013","Avfallsmengde",0
"Annen behandling","Våtorganisk avfall","2014","Avfallsmengde",3
"Annen behandling","Våtorganisk avfall","2015","Avfallsmengde",11
"Annen behandling","Våtorganisk avfall","2016","Avfallsmengde",24
"Annen behandling","Våtorganisk avfall","2017","Avfallsmengde",53
"Annen behandling","Våtorganisk avfall","2018","Avfallsmengde",18
"Annen behandling","Våtorganisk avfall","2019","Avfallsmengde",37
"Annen behandling","Våtorganisk avfall","2020","Avfallsmengde",23
"Annen behandling","Våtorganisk avfall","2021","Avfallsmengde",12
"Annen behandling","Våtorganisk avfall","2022","Avfallsmengde",79
"Annen behandling","Våtorganisk avfall","2023","Avfallsmengde",5
"Annen behandling","Våtorganisk avfall","2024","Avfallsmengde",9
"Annen behandling","Park- og hageavfall","2012","Avfallsmengde",8
"Annen behandling","Park- og hageavfall","2013","Avfallsmengde",5
"Annen behandling","Park- og hageavfall","2014","Avfallsmengde",8
"Annen behandling","Park- og hageavfall","2015","Avfallsmengde",1
"Annen behandling","Park- og hageavfall","2016","Avfallsmengde",2
"Annen behandling","Park- og hageavfall","2017","Avfallsmengde",1
"Annen behandling","Park- og hageavfall","2018","Avfallsmengde",1
"Annen behandling","Park- og hageavfall","2019","Avfallsmengde",2
"Annen behandling","Park- og hageavfall","2020","Avfallsmengde",0
"Annen behandling","Park- og hageavfall","2021","Avfallsmengde",1
"Annen behandling","Park- og hageavfall","2022","Avfallsmengde",4
"Annen behandling","Park- og hageavfall","2023","Avfallsmengde",9
"Annen behandling","Park- og hageavfall","2024","Avfallsmengde",1
"Annen behandling","Treavfall","2012","Avfallsmengde",11
"Annen behandling","Treavfall","2013","Avfallsmengde",2
"Annen behandling","Treavfall","2014","Avfallsmengde",4
"Annen behandling","Treavfall","2015","Avfallsmengde",7
"Annen behandling","Treavfall","2016","Avfallsmengde",8
"Annen behandling","Treavfall","2017","Avfallsmengde",6
"Annen behandling","Treavfall","2018","Avfallsmengde",6
"Annen behandling","Treavfall","2019","Avfallsmengde",2
"Annen behandling","Treavfall","2020","Avfallsmengde",50
"Annen behandling","Treavfall","2021","Avfallsmengde",7
"Annen behandling","Treavfall","2022","Avfallsmengde",29
"Annen behandling","Treavfall","2023","Avfallsmengde",18
"Annen behandling","Treavfall","2024","Avfallsmengde",14
"Annen behandling","Slam","2012","Avfallsmengde",0
"Annen behandling","Slam","2013","Avfallsmengde",26
"Annen behandling","Slam","2014","Avfallsmengde",70
"Annen behandling","Slam","2015","Avfallsmengde",2
"Annen behandling","Slam","2016","Avfallsmengde",8
"Annen behandling","Slam","2017","Avfallsmengde",0
"Annen behandling","Slam","2018","Avfallsmengde",0
"Annen behandling","Slam","2019","Avfallsmengde",1
"Annen behandling","Slam","2020","Avfallsmengde",35
"Annen behandling","Slam","2021","Avfallsmengde",36
"Annen behandling","Slam","2022","Avfallsmengde",27
"Annen behandling","Slam","2023","Avfallsmengde",5
"Annen behandling","Slam","2024","Avfallsmengde",129
"Annen behandling","Papir, papp og kartong","2012","Avfallsmengde",0
"Annen behandling","Papir, papp og kartong","2013","Avfallsmengde",0
"Annen behandling","Papir, papp og kartong","2014","Avfallsmengde",0
"Annen behandling","Papir, papp og kartong","2015","Avfallsmengde",129
"Annen behandling","Papir, papp og kartong","2016","Avfallsmengde",152
"Annen behandling","Papir, papp og kartong","2017","Avfallsmengde",157
"Annen behandling","Papir, papp og kartong","2018","Avfallsmengde",243
"Annen behandling","Papir, papp og kartong","2019","Avfallsmengde",2
"Annen behandling","Papir, papp og kartong","2020","Avfallsmengde",31
"Annen behandling","Papir, papp og kartong","2021","Avfallsmengde",51
"Annen behandling","Papir, papp og kartong","2022","Avfallsmengde",101
"Annen behandling","Papir, papp og kartong","2023","Avfallsmengde",46
"Annen behandling","Papir, papp og kartong","2024","Avfallsmengde",37
"Annen behandling","Glass","2012","Avfallsmengde",0
"Annen behandling","Glass","2013","Avfallsmengde",1
"Annen behandling","Glass","2014","Avfallsmengde",1
"Annen behandling","Glass","2015","Avfallsmengde",0
"Annen behandling","Glass","2016","Avfallsmengde",24
"Annen behandling","Glass","2017","Avfallsmengde",24
"Annen behandling","Glass","2018","Avfallsmengde",2
"Annen behandling","Glass","2019","Avfallsmengde",17
"Annen behandling","Glass","2020","Avfallsmengde",1
"Annen behandling","Glass","2021","Avfallsmengde",1
"Annen behandling","Glass","2022","Avfallsmengde",19
"Annen behandling","Glass","2023","Avfallsmengde",0
"Annen behandling","Glass","2024","Avfallsmengde",2
"Annen behandling","Metall","2012","Avfallsmengde",0
"Annen behandling","Metall","2013","Avfallsmengde",0
"Annen behandling","Metall","2014","Avfallsmengde",0
"Annen behandling","Metall","2015","Avfallsmengde",0
"Annen behandling","Metall","2016","Avfallsmengde",0
"Annen behandling","Metall","2017","Avfallsmengde",0
"Annen behandling","Metall","2018","Avfallsmengde",0
"Annen behandling","Metall","2019","Avfallsmengde",0
"Annen behandling","Metall","2020","Avfallsmengde",0
"Annen behandling","Metall","2021","Avfallsmengde",0
"Annen behandling","Metall","2022","Avfallsmengde",0
"Annen behandling","Metall","2023","Avfallsmengde",0
"Annen behandling","Metall","2024","Avfallsmengde",0
"Annen behandling","EE-avfall","2012","Avfallsmengde",1
"Annen behandling","EE-avfall","2013","Avfallsmengde",1
"Annen behandling","EE-avfall","2014","Avfallsmengde",0
"Annen behandling","EE-avfall","2015","Avfallsmengde",0
"Annen behandling","EE-avfall","2016","Avfallsmengde",2
"Annen behandling","EE-avfall","2017","Avfallsmengde",2
"Annen behandling","EE-avfall","2018","Avfallsmengde",1
"Annen behandling","EE-avfall","2019","Avfallsmengde",1
"Annen behandling","EE-avfall","2020","Avfallsmengde",1
"Annen behandling","EE-avfall","2021","Avfallsmengde",1
"Annen behandling","EE-avfall","2022","Avfallsmengde",0
"Annen behandling","EE-avfall","2023","Avfallsmengde",0
"Annen behandling","EE-avfall","2024","Avfallsmengde",0
"Annen behandling","Betong og tegl","2012","Avfallsmengde",0
"Annen behandling","Betong og tegl","2013","Avfallsmengde",1
"Annen behandling","Betong og tegl","2014","Avfallsmengde",17
"Annen behandling","Betong og tegl","2015","Avfallsmengde",19
"Annen behandling","Betong og tegl","2016","Avfallsmengde",31
"Annen behandling","Betong og tegl","2017","Avfallsmengde",11
"Annen behandling","Betong og tegl","2018","Avfallsmengde",22
"Annen behandling","Betong og tegl","2019","Avfallsmengde",69
"Annen behandling","Betong og tegl","2020","Avfallsmengde",148
"Annen behandling","Betong og tegl","2021","Avfallsmengde",34
"Annen behandling","Betong og tegl","2022","Avfallsmengde",227
"Annen behandling","Betong og tegl","2023","Avfallsmengde",95
"Annen behandling","Betong og tegl","2024","Avfallsmengde",62
"Annen behandling","Slagg, støv, bunnaske, flygeaske","2012","Avfallsmengde",0
"Annen behandling","Slagg, støv, bunnaske, flygeaske","2013","Avfallsmengde",30
"Annen behandling","Slagg, støv, bunnaske, flygeaske","2014","Avfallsmengde",0
"Annen behandling","Slagg, støv, bunnaske, flygeaske","2015","Avfallsmengde",1
"Annen behandling","Slagg, støv, bunnaske, flygeaske","2016","Avfallsmengde",65
"Annen behandling","Slagg, støv, bunnaske, flygeaske","2017","Avfallsmengde",129
"Annen behandling","Slagg, støv, bunnaske, flygeaske","2018","Avfallsmengde",118
"Annen behandling","Slagg, støv, bunnaske, flygeaske","2019","Avfallsmengde",309
"Annen behandling","Slagg, støv, bunnaske, flygeaske","2020","Avfallsmengde",159
"Annen behandling","Slagg, støv, bunnaske, flygeaske","2021","Avfallsmengde",205
"Annen behandling","Slagg, støv, bunnaske, flygeaske","2022","Avfallsmengde",68
"Annen behandling","Slagg, støv, bunnaske, flygeaske","2023","Avfallsmengde",80
"Annen behandling","Slagg, støv, bunnaske, flygeaske","2024","Avfallsmengde",0
"Annen behandling","Plast","2012","Avfallsmengde",8
"Annen behandling","Plast","2013","Avfallsmengde",1
"Annen behandling","Plast","2014","Avfallsmengde",1
"Annen behandling","Plast","2015","Avfallsmengde",0
"Annen behandling","Plast","2016","Avfallsmengde",2
"Annen behandling","Plast","2017","Avfallsmengde",8
"Annen behandling","Plast","2018","Avfallsmengde",3
"Annen behandling","Plast","2019","Avfallsmengde",2
"Annen behandling","Plast","2020","Avfallsmengde",1
"Annen behandling","Plast","2021","Avfallsmengde",4
"Annen behandling","Plast","2022","Avfallsmengde",5
"Annen behandling","Plast","2023","Avfallsmengde",0
"Annen behandling","Plast","2024","Avfallsmengde",0
